id_question,creationDate,score,viewCount,answerCount,commentCount,favoriteCount,tags,id_selected_answer,value
32232392,"2015-08-26 16:55:44",1,68,3,8,0,<swift><generics><swift2>,NULL,0.4827280158295786
25192239,"2014-08-07 21:08:55",0,319,1,1,1,<ios><swift>,NULL,0.48223663472283407
24998743,"2014-07-28 15:31:44",-1,528,1,2,0,<ios><arrays><swift>,NULL,0.48185334175316713
26347777,"2014-10-13 19:47:51",6,4417,4,0,3,<string><swift>,NULL,0.48114803801002537
25195133,"2014-08-08 02:15:24",0,186,2,6,0,<ios><swift>,NULL,0.4808378020536672
26941529,"2014-11-15 01:30:44",12,2157,1,0,2,<swift>,26941591,0.4802145755963533
32665811,"2015-09-19 08:01:43",0,12,1,4,0,<ios><swift><sprite-kit>,32667351,0.4792228981067262
30298477,"2015-05-18 08:34:24",0,65,1,0,0,<json><swift>,30298659,0.4779440526982325
31360764,"2015-07-11 19:05:46",0,31,0,0,0,<swift><null><physics><collision>,NULL,0.4779440526982325
30814927,"2015-06-13 04:02:21",2,127,1,0,0,<ios><swift><cllocationmanager>,30814995,0.47590432711052894
28679936,"2015-02-23 17:43:34",0,64,0,2,0,<xcode><swift>,NULL,0.4748477784203488
29934931,"2015-04-29 05:17:45",0,198,1,0,0,<ios><swift><debugging>,29935248,0.47418281780146804
29725263,"2015-04-19 02:53:20",0,84,0,1,0,<swift><core-data><entity>,NULL,0.4739329369995287
31231766,"2015-07-05 15:08:14",0,256,1,6,0,<ios><swift><uitableview><xib><custom-cell>,31232004,0.4739329369995287
24190340,"2014-06-12 17:21:08",8,2561,3,4,1,<swift>,24190397,0.4707402088113899
25589605,"2014-08-31 06:48:22",7,1678,4,3,5,<swift>,26854528,0.4707402088113899
28380119,"2015-02-07 08:33:23",0,54,1,1,0,<objective-c><swift><optional>,28380298,0.4707402088113899
32847817,"2015-09-29 15:19:16",0,43,1,1,1,<xcode><swift><swift2><ios9><xcode7>,NULL,0.4707402088113899
33056485,"2015-10-10 16:52:04",0,12,1,1,0,<swift><nsdate><nsdateformatter>,NULL,0.4707402088113899
32820708,"2015-09-28 10:23:19",0,23,1,0,0,<ios><nsdata><swift2>,32820869,0.47067794489483655
24004443,"2014-06-02 22:41:54",7,2664,2,0,2,<swift>,24004566,0.4699538278842111
25530976,"2014-08-27 15:18:14",0,397,1,7,0,<swift><uilabel><optional>,NULL,0.4699538278842111
25661158,"2014-09-04 08:53:09",0,58,2,2,0,<uitableview><swift>,NULL,0.4694947685091354
28407942,"2015-02-09 10:47:11",0,1757,5,0,0,<ios><oop><swift><nsobject>,28408705,0.4694947685091354
30323710,"2015-05-19 10:58:05",1,36,1,0,0,<swift><forced-unwrapping><optional-chaining>,NULL,0.46754971943339785
28226772,"2015-01-29 23:40:31",0,73,1,4,1,<ios><swift>,28226963,0.46666051307055995
28253891,"2015-01-31 16:34:53",0,52,4,1,0,<swift><ios8>,28254438,0.4666562185719638
31060347,"2015-06-25 20:39:22",0,70,2,1,0,<ios><swift><hmac><sha256>,NULL,0.4657212014451061
24205768,"2014-06-13 12:50:52",4,1685,2,4,0,<ios><osx><cocoa><swift>,24206064,0.46502917927199927
30798114,"2015-06-12 07:58:43",0,74,2,1,0,<ios><swift><watchkit>,30815659,0.46502917927199927
31871554,"2015-08-07 07:03:18",2,32,1,5,0,<swift>,NULL,0.46502917927199927
32371299,"2015-09-03 09:01:59",-2,56,1,2,0,<swift>,NULL,0.46502917927199927
32539646,"2015-09-12 13:57:54",-1,33,2,0,0,<ios><swift><uiview><apple>,NULL,0.46502917927199927
31743537,"2015-07-31 10:05:04",-2,68,1,0,0,<ios><xcode><swift><optional><optional-variables>,31743680,0.46385453846559704
24452562,"2014-06-27 13:04:45",4,149,4,1,0,<swift><optional>,24452672,0.46367431078640026
27575753,"2014-12-20 00:21:38",3,849,4,0,1,<swift><optional-variables>,27576015,0.46367431078640026
32627096,"2015-09-17 09:39:01",0,61,1,2,0,<sprite-kit><swift2><ios9><optional><skemitternode>,NULL,0.46307710856872136
29181871,"2015-03-21 10:55:02",0,171,2,3,0,<debugging><swift>,NULL,0.46252526867537935
27992323,"2015-01-16 20:32:39",1,82,3,4,0,<swift><optional>,27992537,0.46141741152771637
32015032,"2015-08-14 16:48:54",-2,67,2,3,0,<ios><swift><option>,32023883,0.46141741152771637
27235074,"2014-12-01 18:46:34",0,228,1,1,0,<ios><xcode><swift>,27235162,0.4612472276853374
26109669,"2014-09-29 22:05:38",2,401,2,0,1,<ios><swift>,26112920,0.4601005342620136
31467510,"2015-07-17 02:22:41",5,183,2,0,1,<ios><swift><optional-values>,31468179,0.4601005342620136
28765260,"2015-02-27 12:34:35",1,1341,1,3,0,<php><xcode><swift><nsurl><null>,28768520,0.4576061768067473
26203000,"2014-10-05 13:30:01",1,847,2,2,0,<ios><swift>,NULL,0.4572999361336365
25846561,"2014-09-15 11:01:14",6,4769,5,0,1,<swift>,NULL,0.4565480797912983
30657224,"2015-06-05 02:07:08",3,62,3,0,0,<swift><setter><getter><optional>,30657784,0.4565480797912983
28420232,"2015-02-09 21:59:46",1,559,6,0,1,<ios><swift><xcode6><optional>,NULL,0.4565327396792802
24037827,"2014-06-04 12:44:55",0,73,1,0,0,<swift>,24037875,0.45540353021392693
27355107,"2014-12-08 09:37:33",1,246,1,0,0,<ios><swift><uitextfield>,NULL,0.4540765030034365
29668286,"2015-04-16 07:38:07",4,84,3,2,0,<ios><iphone><ipad><swift><ios8>,29668645,0.4540765030034365
31089501,"2015-06-27 13:50:41",0,30,1,1,0,<swift>,31090235,0.4540765030034365
25708909,"2014-09-07 09:37:20",0,375,1,4,0,<uitableview><swift><parse.com><ibaction>,NULL,0.453743559742283
27170979,"2014-11-27 12:36:26",1,984,1,0,0,<swift><nsnumber><optional>,27171205,0.4529594549084766
29222971,"2015-03-24 00:37:02",-2,169,1,3,0,<ios><swift><nsdata><null><nsinputstream>,29223118,0.4529594549084766
27991378,"2015-01-16 19:29:19",7,616,2,2,1,<ios><swift><optional>,NULL,0.4505520367029445
30741155,"2015-06-09 19:29:59",1,47,2,6,0,<ios><swift><coding-style>,NULL,0.45032665609621914
29387444,"2015-04-01 09:41:14",0,665,1,0,0,<swift><nslog><optional>,29387514,0.4502319554145638
31974094,"2015-08-12 19:46:31",1,72,2,3,0,<swift>,31975453,0.4502319554145638
29719373,"2015-04-18 15:36:56",1,86,1,3,0,<ios><uitableview><swift>,29720397,0.45017982302456483
27381728,"2014-12-09 14:47:09",0,24,0,4,0,<ios><swift><ios8.1>,NULL,0.4490343612729348
27622871,"2014-12-23 15:00:43",21,2677,2,3,9,<ios><osx><swift><optional>,27623568,0.44883122141068094
24391990,"2014-06-24 16:40:32",2,109,1,0,0,<swift>,24392074,0.44874605523925787
29658033,"2015-04-15 18:30:45",1,86,1,0,1,<ios><swift><uiscrollview>,NULL,0.44874605523925787
29981505,"2015-05-01 04:14:12",3,107,1,0,0,<ios><swift>,29981560,0.44821231481310025
31169465,"2015-07-01 18:56:48",3,51,1,2,0,<ios><swift>,31169769,0.44821231481310025
30168668,"2015-05-11 13:14:16",0,85,1,0,0,<swift><resultset><fmdb>,NULL,0.4472423907635443
25521886,"2014-08-27 08:02:02",1,8139,3,3,0,<ios><swift><optional-variables>,25526246,0.4471686968506539
32078628,"2015-08-18 17:09:26",0,34,1,13,0,<ios><swift>,NULL,0.4471686968506539
25540208,"2014-08-28 03:22:08",2,1873,3,2,1,<swift>,25548004,0.44688746878306085
29691994,"2015-04-17 06:36:43",0,54,1,3,0,<ios><swift>,NULL,0.44688746878306085
29380972,"2015-04-01 00:40:35",1,78,2,0,1,<ios><xcode><swift>,NULL,0.44549116815374973
27979618,"2015-01-16 08:09:46",0,101,2,0,0,<ios><web-services><swift><nsurl>,27979805,0.44370361424134347
32473931,"2015-09-09 07:54:11",1,35,1,0,1,<swift><optional>,32474148,0.44370361424134347
26391158,"2014-10-15 20:06:49",1,925,1,0,2,<ios><swift>,27031733,0.4433934059456964
29313022,"2015-03-28 02:33:10",0,34,0,12,0,<ios><swift>,NULL,0.4433934059456964
26491089,"2014-10-21 15:59:54",1,355,1,12,0,<ios><xcode><swift><xcode6>,26491373,0.4417948436545702
29214748,"2015-03-23 15:58:24",0,514,1,5,0,<ios><swift><button><uicollectionview><cell>,29215581,0.4417948436545702
29223886,"2015-03-24 02:16:19",0,73,1,0,1,<swift>,NULL,0.4417948436545702
27488351,"2014-12-15 16:14:50",0,155,1,4,0,<ios><uitableview><swift>,27488435,0.4415687403290261
30406433,"2015-05-22 21:56:52",2,115,1,4,0,<swift><optional>,30406516,0.44063123713283187
25226523,"2014-08-10 07:36:23",0,387,1,0,0,<swift><parse.com>,25234277,0.43975209384692415
31708059,"2015-07-29 18:10:43",0,33,1,0,0,<swift>,NULL,0.43975209384692415
31814145,"2015-08-04 16:06:14",1,65,1,4,0,<ios><objective-c><iphone><swift><core-audio>,NULL,0.43975209384692415
25155695,"2014-08-06 08:34:59",7,3489,1,2,2,<swift>,25155734,0.4375856749504013
30691942,"2015-06-07 09:24:17",0,66,3,0,0,<ios><swift>,NULL,0.4375856749504013
27336953,"2014-12-06 21:48:42",0,57,1,1,0,<swift><parse.com><xcode6><pfobject>,NULL,0.4375607454647555
27917056,"2015-01-13 07:37:45",-1,1926,3,3,0,<ios><swift><null>,27917651,0.4375607454647555
32842255,"2015-09-29 11:03:48",1,73,2,1,0,<ios><swift><swift2><optional><optional-variables>,NULL,0.4375607454647555
33022202,"2015-10-08 17:20:28",0,14,1,1,0,<swift><delegates><share><optional>,NULL,0.43612191277588075
30807867,"2015-06-12 16:22:28",2,72,1,0,0,<ios><swift>,30807948,0.4357364840684826
29250923,"2015-03-25 08:41:16",1,323,2,0,0,<ios><iphone><swift>,NULL,0.4345277320906104
32725428,"2015-09-22 19:37:45",-1,31,1,3,0,<ios><swift>,NULL,0.4342107476433227
24061039,"2014-06-05 13:05:11",3,1893,2,0,4,<swift><forced-unwrapping>,24061401,0.4338177996921155
29143855,"2015-03-19 11:51:57",0,62,1,9,0,<swift><crash><release>,29226633,0.43266230649328313
31563630,"2015-07-22 12:49:09",1,31,1,0,0,<swift><admob><fatal-error>,31566426,0.43266230649328313
28171075,"2015-01-27 12:56:21",1,130,4,4,0,<swift><if-statement><optional>,28171349,0.4317810189268646
29932361,"2015-04-29 00:36:26",12,249,3,2,2,<ios><swift><optional>,NULL,0.4304499717414553
32445359,"2015-09-07 20:03:24",1,51,1,5,0,<ios><string><swift>,NULL,0.4304499717414553
29903593,"2015-04-27 18:43:23",0,56,1,4,0,<xcode><swift><ads>,NULL,0.4299131033810484
28810945,"2015-03-02 13:26:40",1,107,2,2,0,<ios><swift>,28811042,0.42961489218756677
29829218,"2015-04-23 16:22:13",0,162,1,3,0,<ios><xcode><swift><nsfilemanager>,29831671,0.4275428186949521
28655719,"2015-02-22 07:53:36",0,128,2,0,0,<swift><optional>,28664223,0.4269298611170651
32064386,"2015-08-18 05:43:34",-3,39,1,1,0,<swift><keyboard>,NULL,0.4269298611170651
32722378,"2015-09-22 16:44:03",-3,48,2,1,0,<ios><uitableview><swift2>,NULL,0.4269298611170651
30384706,"2015-05-21 21:30:12",3,134,1,3,0,<ios><swift><optional-parameters><variadic-functions>,30385097,0.42484197393611134
31430962,"2015-07-15 12:52:55",-2,55,1,3,0,<swift><optional>,31432531,0.4245090608131102
26201456,"2014-10-05 09:44:26",1,1097,1,0,1,<objective-c><swift><appdelegate><uiwindow>,26201558,0.42345998005430396
32709829,"2015-09-22 06:27:49",1,31,1,1,0,<swift><optional>,32710017,0.42345998005430396
28104286,"2015-01-23 06:34:24",2,100,1,0,0,<swift><optional>,28104802,0.42262062133360784
31092303,"2015-06-27 18:48:38",0,152,2,0,0,<ios><swift><uiscrollview><uibutton><optional>,31092717,0.42220425156021185
26849647,"2014-11-10 17:40:54",-1,188,1,1,0,<ios><swift><syntax><in-app>,26849883,0.4217435408302877
24292251,"2014-06-18 18:04:53",-1,285,2,0,0,<swift>,24292380,0.4214720279486923
29190342,"2015-03-22 02:37:20",0,106,3,2,3,<ios><uitableview><swift>,29190381,0.4214720279486923
29234815,"2015-03-24 14:09:29",1,60,2,0,0,<ios><swift><syntax>,29234890,0.4214720279486923
27936156,"2015-01-14 05:01:58",-4,358,1,3,0,<swift><nsuserdefaults><optional><unwrap>,27936240,0.42124101272240133
29679925,"2015-04-16 15:52:43",0,196,1,0,0,<ios><swift><parse.com>,NULL,0.42124101272240133
26022312,"2014-09-24 16:47:24",3,101,2,0,1,<swift><optional>,NULL,0.42013059331942887
28393707,"2015-02-08 12:04:38",3,807,1,2,0,<swift>,28393776,0.4193746496973689
29681258,"2015-04-16 16:52:15",2,51,1,1,0,<ios><swift><optional>,29681320,0.4193746496973689
30690169,"2015-06-07 04:52:00",0,114,1,2,0,<swift><enums>,30690244,0.4193746496973689
29533517,"2015-04-09 08:28:33",3,113,2,8,0,<ios><objective-c><swift>,29543159,0.4177380184231998
29687743,"2015-04-16 23:34:47",2,63,1,4,0,<swift><optional>,29688116,0.41652455090093427
29582954,"2015-04-11 20:58:00",1,175,0,1,0,<ios><xcode><uitableview><swift>,NULL,0.41650945723323224
32805585,"2015-09-27 07:28:47",0,16,1,0,0,<swift2><skphysicscontact>,NULL,0.4164907764919701
25639431,"2014-09-03 08:14:22",-1,461,1,8,1,<ios><string><dictionary><swift>,25640458,0.4163933410030753
28080303,"2015-01-22 02:19:04",2,300,1,0,0,<swift><grand-central-dispatch>,NULL,0.4163314408380935
29001120,"2015-03-12 02:55:10",-1,68,1,1,0,<ios><swift><coding-style>,29001187,0.4163314408380935
32546984,"2015-09-13 06:34:24",0,61,1,1,0,<ios><variables><swift2>,32547267,0.4163314408380935
29431694,"2015-04-03 11:52:31",0,46,2,7,0,<ios><swift>,29431944,0.41623329499366446
26841630,"2014-11-10 10:29:09",1,53,2,0,1,<swift>,26841969,0.41605388875255167
30047600,"2015-05-05 08:16:17",1,54,2,0,0,<swift><optional><optional-chaining>,30047787,0.41605388875255167
31527464,"2015-07-20 22:34:03",2,86,2,0,1,<ios><swift><uitableview><uikit>,31752324,0.4156210102249879
29189894,"2015-03-22 01:12:25",0,39,1,6,0,<swift>,29190247,0.41454647440147063
30057215,"2015-05-05 15:29:09",0,63,0,4,0,<swift><http><nsstream><payload><nsinputstream>,NULL,0.41454647440147063
24900784,"2014-07-23 02:16:07",0,36,0,6,0,<ios><objective-c><uikit><swift>,NULL,0.4142071851154702
28445097,"2015-02-11 01:31:56",0,71,1,0,0,<swift><uicollectionview><cloudkit>,28445730,0.4142071851154702
26143563,"2014-10-01 14:19:05",0,108,1,1,0,<ios><swift><runtime-error><xcode6>,26143696,0.41373861622138386
27137661,"2014-11-25 22:07:49",0,103,3,3,0,<ios><swift>,NULL,0.41373861622138386
26166375,"2014-10-02 17:38:52",0,176,2,0,1,<swift><conditional-statements><optional>,26166425,0.4130494883713622
31651068,"2015-07-27 10:45:33",0,53,1,8,0,<ios><xcode><swift>,NULL,0.4130494883713622
32153514,"2015-08-22 07:23:14",0,40,3,7,0,<swift><optional><unwrap>,32153658,0.4130494883713622
32898679,"2015-10-02 00:09:48",-1,30,0,6,0,<ios><swift><xcode7>,NULL,0.41121579142146036
27941204,"2015-01-14 10:53:51",0,614,1,1,1,<ios><swift><null><uipagecontrol>,NULL,0.41042759022112635
28651820,"2015-02-21 21:55:46",0,57,2,1,0,<swift><syntax>,28659679,0.4098326774879271
28933775,"2015-03-09 00:59:08",-1,39,1,3,0,<ios><uitableview><swift><uikit>,28934142,0.4094995506658776
31636280,"2015-07-26 11:08:37",0,41,3,4,0,<ios><iphone><swift><segue>,31636506,0.4094995506658776
26791709,"2014-11-06 23:57:39",3,836,1,3,0,<swift><uicollectionview><fatal-error>,26792490,0.40789227548049645
26676687,"2014-10-31 14:10:43",0,983,2,3,0,<ios><swift>,26682173,0.4078891042176524
25369551,"2014-08-18 18:13:52",0,106,1,5,0,<swift>,NULL,0.407174267601308
27815242,"2015-01-07 08:30:39",0,242,1,0,0,<unit-testing><swift>,27815720,0.407174267601308
30686564,"2015-06-06 19:07:42",1,184,2,4,0,<ios><swift><null><nskeyedarchiver>,30686702,0.40605198169668066
28163994,"2015-01-27 05:44:51",0,321,2,0,0,<ios><swift><uiwebview>,28164057,0.40589153553150636
29430277,"2015-04-03 10:20:05",0,154,1,4,0,<ios><swift>,NULL,0.40564740742102995
30815007,"2015-06-13 04:15:13",1,49,0,2,0,<ios><xcode><swift>,NULL,0.4054993903631663
25356034,"2014-08-18 03:42:10",0,87,2,2,0,<swift>,25356122,0.40465640927349955
24271465,"2014-06-17 19:03:27",4,387,5,0,2,<ios><swift><chaining><optional>,NULL,0.4039612885978307
24573645,"2014-07-04 11:51:09",4,555,1,0,1,<swift>,24574089,0.4039612885978307
30603237,"2015-06-02 17:56:16",0,190,1,5,0,<ios><xcode><swift>,NULL,0.4039612885978307
27756858,"2015-01-03 16:22:22",7,484,2,2,3,<swift><swift-dictionary>,28352977,0.40344674908617734
32336475,"2015-09-01 16:19:58",0,21,1,2,0,<ios><swift><parse.com>,32337245,0.40344674908617734
24009449,"2014-06-03 07:31:20",1,874,3,2,0,<variables><swift>,NULL,0.4026155570717271
24400914,"2014-06-25 05:35:51",10,568,5,4,1,<swift>,NULL,0.4026155570717271
24715343,"2014-07-12 17:06:26",2,13405,2,2,4,<uitableview><swift><ios8><xcode6>,24715478,0.4018679787323365
32453993,"2015-09-08 09:24:39",-4,49,1,3,0,<ios><swift><optional><wrapping>,NULL,0.4018679787323365
32697582,"2015-09-21 14:18:56",0,45,2,5,0,<ios><swift><alamofire>,NULL,0.4018679787323365
24977168,"2014-07-27 01:43:56",5,720,1,0,0,<swift>,NULL,0.40100566307928603
28489156,"2015-02-12 22:33:26",0,102,0,1,0,<ios><google-maps><swift><reverse-geocoding>,NULL,0.40100566307928603
31644307,"2015-07-27 02:56:05",0,60,0,13,0,<objective-c><swift><optional>,NULL,0.39880831569764147
31993551,"2015-08-13 16:19:06",0,69,3,0,0,<swift><uitextfield>,31993706,0.39855200384963557
27989300,"2015-01-16 17:17:58",0,59,1,2,1,<generics><swift>,27989557,0.39786234025520095
29874762,"2015-04-26 07:02:24",0,32,0,4,0,<swift>,NULL,0.39786234025520095
31607940,"2015-07-24 10:17:03",0,48,1,6,0,<ios><xcode><swift>,NULL,0.39786234025520095
28608649,"2015-02-19 14:16:28",0,3128,1,0,0,<ios><xcode><swift><uilabel><optional>,28609358,0.3968677806931614
31552081,"2015-07-22 00:50:17",2,62,1,8,0,<xcode><swift><uitableview>,NULL,0.3968677806931614
31856395,"2015-08-06 12:55:23",0,51,0,1,0,<ios><swift><parse.com><cloud-code>,NULL,0.3968677806931614
32759292,"2015-09-24 10:41:23",1,43,2,0,0,<cllocationmanager><swift2><xcode7><clgeocoder>,32762099,0.3968677806931614
26191404,"2014-10-04 09:22:08",0,85,1,0,1,<arrays><sorting><swift>,26191561,0.3959182510930669
32768274,"2015-09-24 18:18:47",-1,114,3,2,0,<swift><swift2><nsurl>,32770252,0.3959182510930669
24207890,"2014-06-13 14:36:44",6,645,2,2,0,<swift>,24208144,0.3955066971591669
30019231,"2015-05-03 20:49:56",3,367,2,9,0,<ios><swift><uibutton><uiimage><optional-values>,30019917,0.3945988405789446
29571165,"2015-04-10 21:45:00",-1,67,2,3,0,<ios><iphone><xcode><swift>,NULL,0.3945128541793332
25779392,"2014-09-11 04:59:35",1,397,1,1,0,<swift><optional>,25779806,0.39414257890507265
28723867,"2015-02-25 16:09:30",1,48,1,0,0,<swift><enums><optional>,28723973,0.39414257890507265
31939516,"2015-08-11 10:39:31",0,52,2,0,0,<swift><optional>,31942422,0.39414257890507265
31453826,"2015-07-16 12:12:39",0,86,1,3,1,<swift><optional-pattern>,NULL,0.3934366702494412
31353360,"2015-07-11 04:20:13",0,45,1,3,0,<ios><xcode><swift><xcode6>,NULL,0.3931333295187644
25010043,"2014-07-29 07:18:13",0,60,0,7,0,<ios><xcode><swift>,NULL,0.3922500700302389
27671435,"2014-12-27 21:03:07",2,411,1,0,0,<ios><xcode><swift><clgeocoder><clplacemark>,27671447,0.3922500700302389
27862861,"2015-01-09 14:33:36",1,85,2,0,0,<swift><optional>,27862922,0.3918353528544971
28032505,"2015-01-19 19:54:11",0,106,3,3,0,<ios><swift><null><textlabel>,NULL,0.3918353528544971
28050624,"2015-01-20 16:39:39",0,318,2,7,0,<ios><json><swift><nsdictionary>,28051004,0.3918353528544971
33015834,"2015-10-08 12:29:22",0,23,2,0,0,<ios><swift><uiimageview><swift2><avasset>,NULL,0.3918353528544971
25329186,"2014-08-15 15:20:53",25,7294,4,0,12,<xcode><swift>,30593673,0.3915545498204946
26911791,"2014-11-13 14:56:21",1,53,0,3,0,<ios><core-data><swift>,NULL,0.39146800537434273
26868170,"2014-11-11 15:18:48",0,207,2,2,0,<string><swift><comparison>,26868839,0.39093623449919346
30559347,"2015-05-31 15:48:07",2,51,1,2,0,<swift>,30559457,0.39093623449919346
29246767,"2015-03-25 03:09:54",0,125,0,0,0,<ios><swift><xcode6><eventkit>,NULL,0.3904575538042399
30678934,"2015-06-06 04:31:12",1,103,1,0,0,<ios><swift>,30678950,0.3904575538042399
31979139,"2015-08-13 03:41:52",0,96,1,0,0,<swift><api><alamofire>,31990341,0.3904575538042399
27737660,"2015-01-02 05:15:49",0,228,1,0,0,<swift><parse.com><pfuser>,27737801,0.38920049615510166
30988606,"2015-06-22 19:51:45",0,63,2,3,0,<ios><xcode><swift>,30988692,0.38920049615510166
28531409,"2015-02-15 21:30:43",5,463,4,0,0,<arrays><swift>,28531624,0.38908599795070686
29028230,"2015-03-13 08:57:05",4,226,3,3,2,<swift><optional-operator>,29028355,0.38908599795070686
29127663,"2015-03-18 16:36:09",1,188,1,4,0,<swift><xcode6.3>,30360905,0.3875359179565064
26871075,"2014-11-11 17:44:06",2,70,1,2,0,<ios><swift><optional><optional-chaining>,26872028,0.3863274483516423
28724946,"2015-02-25 16:56:27",4,204,3,6,0,<swift>,NULL,0.38628660730358605
32009258,"2015-08-14 11:43:59",1,48,1,1,0,<swift><optional>,32009682,0.38628660730358605
32413651,"2015-09-05 13:34:06",0,70,1,0,0,<ios><swift2><xcode7>,32414921,0.38628660730358605
29931530,"2015-04-28 23:11:35",1,229,1,2,1,<ios><uitableview><swift><optional>,NULL,0.38533148712947035
31026050,"2015-06-24 12:04:51",3,264,1,0,0,<swift><switch-statement><optional-binding>,31026238,0.38449651037350946
27279504,"2014-12-03 18:56:14",0,2058,1,2,0,<ios><iphone><xcode><uitableview><swift>,27279952,0.38445416409805994
25399856,"2014-08-20 08:15:52",0,715,2,3,0,<ios><nsstring><swift><uitextfield>,25400141,0.38436495372499485
27195149,"2014-11-28 19:52:55",0,51,2,0,0,<ios><swift><optional>,27195537,0.38436495372499485
28716389,"2015-02-25 10:17:57",0,41,1,0,0,<ios><swift><uipageviewcontroller>,28729843,0.38436495372499485
30846560,"2015-06-15 13:33:49",0,55,2,1,0,<ios><swift><optional>,30846673,0.38436495372499485
31602645,"2015-07-24 05:12:18",1,53,1,4,0,<ios><iphone><xcode><swift><apple>,31602824,0.38436495372499485
32815668,"2015-09-28 04:25:07",0,35,2,1,0,<ios><swift>,32815821,0.38436495372499485
27609430,"2014-12-22 19:46:26",1,1112,4,0,0,<arrays><swift><optional>,NULL,0.38405470530946345
31000032,"2015-06-23 10:15:39",0,104,4,0,0,<ios><swift>,31000790,0.38300245816259565
31353834,"2015-07-11 05:40:26",1,59,3,1,0,<ios><swift>,31353904,0.38300245816259565
26308966,"2014-10-10 22:29:25",0,173,1,0,0,<swift><parse.com><ios8>,26309017,0.38286958185774944
26512161,"2014-10-22 16:16:17",0,45,0,4,0,<swift><null><optional><deinit>,NULL,0.381986064289018
32686781,"2015-09-21 03:11:30",0,22,0,0,0,<ios><swift><reactive-cocoa>,NULL,0.381986064289018
24109567,"2014-06-08 18:41:44",1,96,1,0,0,<swift><optional-values>,24109710,0.3815557408021588
27454359,"2014-12-13 00:50:30",-8,187,1,5,0,<ios><swift>,27454442,0.3815557408021588
29410232,"2015-04-02 10:05:32",0,95,1,2,0,<ios><swift><join><forced-unwrapping>,NULL,0.3815557408021588
32363438,"2015-09-02 21:29:28",-1,45,2,3,0,<ios><swift><avfoundation><background-music>,32364729,0.38119875866350184
24040288,"2014-06-04 14:31:31",5,836,2,0,0,<swift>,24040332,0.3801377875592933
28530372,"2015-02-15 19:47:58",1,78,1,2,0,<swift><uiviewcontroller><properties><subview><optional>,NULL,0.3801377875592933
31245062,"2015-07-06 11:47:21",0,44,0,3,0,<ios><arrays><swift>,NULL,0.3801377875592933
30822974,"2015-06-13 19:59:55",0,179,1,0,0,<ios><iphone><facebook><swift>,NULL,0.38005858753000654
26631073,"2014-10-29 13:01:24",0,52,1,0,0,<class><swift><optional>,NULL,0.37922414044796476
28370656,"2015-02-06 16:46:46",0,255,1,2,0,<ios><swift>,NULL,0.37922414044796476
31744898,"2015-07-31 11:18:22",1,39,2,1,0,<ios><swift><ios8>,NULL,0.37858637867275047
32832976,"2015-09-28 22:47:01",0,43,2,0,0,<ios><swift><avfoundation>,NULL,0.37858637867275047
27858009,"2015-01-09 09:59:47",0,245,1,6,0,<ios><swift><uiimageview>,NULL,0.37811593415866307
31972518,"2015-08-12 18:13:42",6,140,1,8,0,<ios><swift><null><crash>,32020163,0.37811593415866307
28731483,"2015-02-25 23:09:13",0,60,1,0,1,<xcode><swift>,28731668,0.37775459868415767
28708986,"2015-02-25 00:24:20",1,111,2,0,2,<swift><optional>,28709006,0.37723600706314286
32868917,"2015-09-30 14:36:32",0,64,1,6,0,<xcode><swift><parse.com><swift2><xcode7>,NULL,0.37459201629916117
31924887,"2015-08-10 16:41:46",6,119,1,0,0,<osx><swift>,32040752,0.3744784776275332
32102890,"2015-08-19 18:22:54",0,12,1,1,0,<swift>,NULL,0.3742773774169003
31054774,"2015-06-25 15:35:25",0,35,0,2,0,<swift><sprite-kit>,NULL,0.37420028437702446
26592943,"2014-10-27 17:08:35",1,285,1,2,0,<ios><iphone><swift><avfoundation><fatal-error>,NULL,0.37382385212752023
29216761,"2015-03-23 17:38:39",0,47,3,0,0,<swift><properties><optional>,29216944,0.37382385212752023
30548265,"2015-05-30 16:02:54",0,255,3,2,0,<ios><swift><uiscrollview><delegates><uiscrollviewdelegate>,30548527,0.37382385212752023
24092540,"2014-06-07 00:42:50",3,3851,5,0,1,<swift>,NULL,0.3732859857232177
28307242,"2015-02-03 19:34:13",0,245,4,0,1,<cocoa><cocoa-touch><swift>,28307428,0.3732859857232177
29326779,"2015-03-29 07:40:05",-1,108,1,0,0,<ios><swift>,NULL,0.37184162184624553
29373958,"2015-03-31 16:42:44",1,1092,3,5,0,<ios><iphone><xcode><swift>,NULL,0.37184162184624553
24570342,"2014-07-04 08:54:22",2,820,3,0,1,<ios><swift>,24575469,0.3718040240070976
24450842,"2014-06-27 11:33:55",-1,188,1,6,0,<ios><swift>,24450936,0.3715167035025041
30962504,"2015-06-21 08:12:36",0,120,1,1,0,<ios><swift><core-data>,30964106,0.3715167035025041
25345095,"2014-08-16 23:53:35",0,130,1,0,0,<ios><swift>,25345243,0.3710837832949963
31979862,"2015-08-13 05:04:37",0,42,2,2,0,<ios><swift><binding><optional><cs193p>,NULL,0.37023030723170747
32123736,"2015-08-20 16:38:53",0,294,3,0,0,<swift><optional>,32123938,0.37023030723170747
32809005,"2015-09-27 14:31:46",0,35,2,0,0,<parse.com><swift2>,32809774,0.37023030723170747
32846638,"2015-09-29 14:29:05",0,20,2,4,0,<swift>,NULL,0.37023030723170747
